index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Stormspire	100	1		45	1	78	70	7wc	Giant Thresher			5	5000	dblu	dblu			so0		so0	pr33		50	50	pr128	53	5	5	pr29		150	250	pr7		10	10	pr128	38	2		pr56		30	30	pr242		1	1	pr135		1	237	pr105		27	27			-10	-10									0
Eaglehorn	100	1		5		77	69	6l7	Crusader Bow			5	5000	dgld	dgld			so0		so0	pr92		1	1	pr151	12			pr146	16			pr29		200	200	pr67		1	1	pr8		25	25																									0
Windforce	100	1		5		80	73	6lw	Hydra Bow			5	5000	dyel	dyel			so0		so0	pr8		5	5	pr145	25			pr61		30	30	pr65		6	8	pr60		1	1	pr29		250	250	pr56		20	20	pr7		10	10																	0
Rings																		so0		so0																																																	0
Bul Katho's Wedding Band	100	1		5	1	66	58	rin	Ring			5	5000	dpur	dpur			so0		so0	pr143	4			pr104		1	1	pr66		3	5	pr63		50	50																																	0
The Cat's Eye	100	1		50	1	58	50	amu	Amulet			5	5000	oran	oran			so0		so0	pr77		30	30	pr56		20	20	pr0		100	100	pr1		100	100	pr8		25	25																													0
The Rising Sun	100	1		50	1	73	65	amu	Amulet			5	5000	lgld	lgld			so0		so0	pr162	6			pr73		4	4	pr128	56	2		pr134		24	48	pr103		2	2	pr53		10	10																									0
Crescent Moon	100	1		75	1	58	50	amu	Amulet			5	5000	lblu	lblu			so0		so0	pr65		11	15	pr6		10	10	pr30		10	10	pr73		-2	-2	pr11		45	45	pr66		3	6																									0
Mara's Kaleidoscope	100	1		15	1	80	67	amu	Amulet			5	5000	oran	oran			so0		so0	pr104		2	2	pr41		20	30	pr7		5	5	pr8		5	5	pr9		5	5	pr10		5	5																									0
Atma's Scarab	100	1		5	1	60	60	amu	Amulet			5	5000	cgrn	cgrn			so0		so0	pr138	100	102	102	pr39		75	75	pr73		3	3	pr54		5	5	pr127	66	5	2	pr96		20	20																									0
Dwarf Star	100	1		50	1	53	45	rin	Ring			5	5000	dgry	dgry			so0		so0	pr58		100	100	pr63		40	40	pr61		15	15	pr13		40	40	pr6		12	15	pr43		15	15																									0
Raven Frost	100	1		50	1	53	45	rin	Ring			5	5000	cblu	cblu			so0		so0	pr115		1	1	pr137	100	15	45	pr49		20	20	pr11		40	40	pr8		15	20	pr15		150	250																									0
Highlord's Wrath	100	1		35	1	73	65	amu	Amulet			5	5000	bwht	bwht			so0		so0	pr33		35	35	pr135		1	30	pr56		20	20	pr104		1	1	pr177	3			pr105		15	15																									0
Saracen's Chance	100	1		35	1	55	47	amu	Amulet			5	5000	dpur	dpur			so0		so0	pr41		15	25	pr128	76	10	2	pr7		12	12	pr8		12	12	pr10		12	12	pr9		12	12																									0
Class Specific																		so0		so0																																																	0
Arreat's Face	100	1		5	1	50	42	baa	Slayer Guard			5	5000					so0		so0	pr71		2	2	pr124	12	2	2	pr5		150	200	pr80		30	30	pr96		20	20	pr7		20	20	pr8		20	20	pr66		3	6	pr41		30	30													0
Homunculus	100	1		5	1	50	42	nea	Heirophant Trophy			5	5000					so0		so0	pr69		2	2	pr124	6	2	2	pr5		150	200	pr83		30	30	pr16		40	40	pr10		20	20	pr62		33	33	pr110		5	5	pr41		40	40													0
Titan's Revenge	100	1		5	1	50	42	ama	Ceremonial Javelin			5	5000					so0		so0	pr67		2	2	pr124	2	2	2	pr29		150	200	pr77		30	30	pr180	30			pr7		20	20	pr8		20	20	pr66		5	9	pr140		25	50	pr181		60	60									0
Lycander's Aim	100	1		5	1	50	42	am7	Ceremonial Bow			5	5000					so0		so0	pr67		2	2	pr124		2	2	pr29		150	200	pr56		20	20	pr5		20	20	pr8		20	20	pr10		20	20	pr65		5	8	pr140		25	50													0
Lycander's Flank	100	1		5	1	50	42	am9	Ceremonial Pike			5	5000					so0		so0	pr67		2	2	pr124	2	2	2	pr29		150	200	pr56		30	30	pr5		20	20	pr7		20	20	pr9		20	20	pr66		5	9	pr140		25	50													0
The Oculus	100	1		5	1	50	42	oba	Swirling Crystal			5	5000					so0		so0	pr70		3	3	pr128	54	25	1	pr41		20	20	pr86		30	30	pr5		20	20	pr9		20	20	pr10		20	20	pr110		5	5	pr59		50	50													0
Herald of Zakarum	100	1		5	1	50	42	pa9	Aerin Shield			5	5000					so0		so0	pr68		2	2	pr124	9	2	2	pr5		150	200	pr83		30	30	pr16		30	30	pr7		20	20	pr9		20	20	pr96		20	20	pr41		50	50													0
Cutthroat1	100	1		5	1	50	42	9tw	Runic Talons			5	5000					so0		so0	pr122		2	2	pr124	20	1	1	pr29		150	200	pr80		30	30	pr96		20	20	pr7		20	20	pr8		20	20	pr66		5	9	pr140		25	50													0
Jalal's Mane	100	1		5	1	50	42	dra	Dream Spirit			5	5000					so0		so0	pr121		2	2	pr124	16	2	2	pr5		150	200	pr80		30	30	pr96		20	20	pr7		20	20	pr10		20	20	pr110		5	5	pr41		30	30													0
The Scalper	100	1		5	1	65	57	9ta	Francisca			5	5000					so0		so0	pr180	30			pr29		150	200	pr96		25	25	pr56		20	20	pr107		33	33	pr66		4	6	pr110		4	4																					0
Bloodmoon	100	1		5	1	69	61	7sb	elegant blade			5	5000	cred	cred		invsbru	so0		so0	pr29		210	260	pr66		10	15	pr243	85	9	15	pr253		7	13	pr107		50	50																													0
Djinnslayer	100	1	1	5	1	73	65	7sm	ataghan			5	5000	dpur	dpur		invscmu	so0		so0	pr29		190	240	pr134		250	500	pr98		100	150	pr100		200	300	pr46		3	7	pr65		3	6	pr133		1	2																					0
Deathbit	100	1		5	1	52	44	9tk	battle dart			5	5000					so0		so0	pr113		40	40	pr29		130	180	pr15		200	450	pr66		7	9	pr65		4	6	pr180	25																											0
Warshrike	100	1	1	5	1	83	75	7bk	winged knife			5	5000	bwht	bwht		invtk3	so0		so0	pr29		200	250	pr118		50	50	pr56		30	30	pr113		50	50	pr180	30			pr127	48	25	9																									0
Gutsiphon	100	1		5	1	79	71	6rx	demon crossbow			5	5000	lgrn	lgrn		invrxbu	so0		so0	pr29		160	220	pr118		33	33	pr66		12	18	pr114		25	25	pr107		33	33																													0
Razoredge	100	1		5	1	75	67	7ha	tomahawk			5	5000	lblu			invhaxu	so0		so0	pr29		175	225	pr56		40	40	pr93		33	33	pr113		50	50	pr107		50	50																													0
Gore Ripper	100			5	1							5	5000	dred	dred			so0		so0																																																	0
Demonlimb	100	1		5	1	71	63	7sp	tyrant club			5	5000	dgrn	dgrn		invspcu	so0		so0	pr29		180	230	pr134		222	333	pr66		7	13	pr243	52	20	23	pr179	5			pr98		123	123	pr31		15	20																					0
Steelshade	100	1		5	1	70	62	ulm	armet			5	5000	blac	blac		invhlmu	so0		so0	pr5		100	130	pr44		5	11	pr65		4	8	pr53		10	18																																	0
Tomb Reaver	100	1	1	5	1	86	84	7pa	cryptic axe	1		5	5000	lyel	lyel			so0		so0	pr56		60	60	pr73		4	4	pr29		200	280	pr99		150	230	pr59		50	80	pr41		30	50	pr101		250	350	pr117	1	10	10	pr253		10	14	pr133		1	3									0
Deaths's Web	100	1		10	1	74	66	7gw	unearthed wand			5	5000	bwht	bwht			so0		so0	pr104		2	2	pr235		40	50	pr253		7	12	pr110		7	12	pr124	7	1	2																													0
Nature's Peace	100	1	1	75	1	77	69	rin	ring			5	5000	dgrn	dgrn			so0		so0	pr94		1	1	pr255		1	1	pr3		7	11	pr39		20	30	pr243	226	27	5																													0
Azurewrath	100	1	1	5	1	87	85	7cr	phase blade	1		5	5000	lgry			invcrs	so0		so0	pr136		250	500	pr29		230	270	pr125	119	10	13	pr137	250	250	500	pr56		30	30	pr251		5	10	pr73		3	3	pr104		1	1																	0
Seraph's Hymn	100	1	1	20	1	73	65	amu	amulet			5	5000	bwht	bwht		invamu2	so0		so0	pr104		2	2	pr124	11	1	2	pr98		25	50	pr99		25	50	pr100		150	250	pr101		150	250	pr73		2	2																					0
Zakarum's Salvation	100			5	1							5	5000					so0		so0																																																	0
Fleshripper	100	1		5	1	76	68	7kr	fanged knife			5	5000	dred	dred		invkrsu	so0		so0	pr29		200	300	pr93		50	50	pr94		1	1	pr108		25	25	pr107		50	50	pr113		33	33	pr114		20	20																					0
Odium	100			5	1							5	5000	blac				so0		so0																																																	0
Horizon's Tornado	100	1		5	1	72	64	7fl	scourge			5	5000	dpur	dpur			so0		so0	pr29		230	280	pr56		50	50	pr114		20	20	pr127	245	20	15	pr75		-20	-20																													0
Stone Crusher	100	1		4	1	76	68	7wh	legendary mallet			5	5000	whit				so0		so0	pr29		280	320	pr7		20	30	pr108		40	40	pr93		25	25	pr97		-100	-100	pr89		10	30																									0
Jadetalon	100	1		1	1	74	66	7wb	wrist sword			5	5000	cgrn	cgrn			so0		so0	pr29		190	240	pr65		10	15	pr41		40	50	pr80		30	30	pr124	19	1	2	pr124	20	1	2																									0
Shadowdancer	100	1	1	25	1	79	71	uhb	myrmidon greaves			5	5000	blac	blac		Invboot_u0uhb	so0		so0	pr5		70	100	pr77		30	30	pr80		30	30	pr8		15	25	pr124	19	1	2	pr75		-20	-20																									0
Cerebus	100	1	1	1	1	71	63	drb	blood spirit			5	5000	bwht	bwht			so0		so0	pr5		130	140	pr124	16	2	4	pr66		7	10	pr96		60	120	pr107		33	33	pr123	232	1	2																									0
Tyrael's Might	100	1	1	50	1	87	84	uar	sacred armor	1		5	5000	dblu	dblu		invaaru	so0		so0	pr75		-100	-100	pr242		1	1	pr5		120	150	pr255		1	1	pr98		50	100	pr115		1	1	pr77		20	20	pr41		20	30	pr7		20	30													0
Souldrain	100	1		5	1	82	74	umg	vambraces			5	5000	dred	dred			so0		so0	pr5		90	120	pr65		4	7	pr66		4	7	pr127	72	8	3	pr97		-50	-50																													0
Runemaster	100	1	1	5	1	80	72	72a	ettin axe			5	5000	lblu	lblu			so0		so0	pr29		220	270	pr133		3	5	pr36		5	5	pr115		1	1																																	0
Deathcleaver	100	1	1	5	1	78	70	7wa	berserker axe			5	5000	dred				so0		so0	pr29		230	280	pr113		66	66	pr93		33	33	pr56		40	40	pr253		6	9																													0
Executioner's Justice	100	1	1	5	1	83	75	7gi	glorious axe			5	5000	blac	blac			so0		so0	pr29		240	290	pr108		25	25	pr93		33	33	pr258	87	50	6	pr56		30	30																													0
Stoneraven	100	1	1	5	1	72	64	amd	matriarchal spear			5	5000	dgry				so0		so0	pr29		230	280	pr136		101	187	pr41		30	50	pr0		400	600	pr124	2	1	3																													0
Leviathan	100	1	1	5	1	73	65	uld	kraken shell			5	5000	cgrn	cgrn			so0		so0	pr5		170	200	pr0		100	150	pr4		15	25	pr7		40	50	pr242		1	1																													0
Larzuk's Champion	100			5	1							5	5000	lgry		flphmr	invhfh	so0		so0																																																	0
Wisp	100	1		5	1	84	76	rin	ring			5	5000	bwht	bwht			so0		so0	pr45		10	20	pr127	49	10	16	pr59		10	20	pr243	226	15	2	pr243	236	13	5	pr243	246	11	7																									0
Gargoyle's Bite	100	1		5	1	78	70	7ts	winged harpoon			5	5000	cgrn	cgrn			so0		so0	pr29		180	230	pr180	30			pr138	250	300	300	pr66		9	15	pr243	25	60	11																													0
Lacerator	100	1		5	1	76	68	7b8	winged axe			5	5000	blac	blac			so0		so0	pr29		150	210	pr180	25			pr56		30	30	pr94		1	1	pr107		33	33	pr90		64	64	pr127	66	33	3																					0
Mang Song's Lesson	100	1	1	5	1	86	82	6ws	archon staff			5	5000	dgld	dgld		inv8wsu	so0		so0	pr104		5	5	pr232		7	15	pr233		7	15	pr234		7	15	pr62		10	10	pr86		30	30																									0
Viperfork	100	1		5	1	79	71	7br	war fork			5	5000	dgrn	dgrn			so0		so0	pr29		190	240	pr138	250	333	333	pr56		50	50	pr15		200	250	pr127	83	15	9	pr39		30	50																									0
Ethereal Edge	100	1		5	1	82	74	7ba	silver-edged axe			5	5000	whit	whit			so0		so0	pr29		150	180	pr56		25	25	pr44		10	12	pr98		150	200	pr111		5	10	pr15		270	350	pr264		1	1	pr242		1	1																	0
Demonhorn's Edge	100	1	1	5	1	69	61	bad	destroyer helm			5	5000	dgry	dgry			so0		so0	pr5		120	160	pr56		10	10	pr66		3	6	pr54		55	77	pr124	12	1	3	pr124	13	1	3	pr124	14	1	3																					0
The Reaper's Toll	100	1	1	25	1	96	75	7s8	thresher			5	5000				invscy	so0		so0	pr29		190	240	pr127	87	33	1	pr92		1	1	pr66		11	15	pr75		-25	-25	pr113		33	33	pr137		4	44																					0
Spiritkeeper	100	1		5	1	75	67	drd	earth spirit			5	5000					so0		so0	pr5		170	190	pr80		20	20	pr46		9	14	pr31		30	40	pr49		15	25	pr40		10	10	pr121		1	2																					0
Hellrack	100	1		5	1	84	76	6hx	colossus crossbow			5	5000	cred			invhxbu	so0		so0	pr29		180	230	pr248	33	63	324	pr56		20	20	pr96		100	150	pr133		2	2	pr243	27	150	18																									0
Alma Negra	100	1		5	1	85	77	pac	sacred rondache			5	5000	blac	blac			so0		so0	pr5		180	210	pr83		30	30	pr68		1	2	pr16		20	20	pr6		5	9	pr96		40	75	pr29		40	75																					0
Darkforge Spawn	100	1	1	5	1	72	64	nef	bloodlord skull			5	5000	cred	cred			so0		so0	pr5		140	180	pr86		30	30	pr12		10	10	pr124	6	1	3	pr124	7	1	3	pr124	8	1	3																									0
Widowmaker	100	1	1	5	1	73	65	6sw	ward bow			5	5000	dred	dred		invswbu	so0		so0	pr29		150	200	pr113		33	33	pr92		1	1	pr119		11	11	pr265	22	3	5																													0
Bloodraven's Charge	100	1		5	1	79	71	amb	matriarchal bow			5	5000	dgld	dgld		invswbu	so0		so0	pr29		180	230	pr96		200	300	pr120		13	13	pr124		2	4	pr243	95	30	5																													0
Ghostflame	100	1		5	1	70	62	7bl	legend spike			5	5000	cblu	cblu			so0		so0	pr29		190	240	pr92		1	1	pr136		108	108	pr65		10	15	pr264		1	1	pr242		1	1	pr73		2	2																					0
Shadowkiller	100	1	1	5	1	85	78	7cs	battle cestus			5	5000				invaxfu	so0		so0	pr29		170	220	pr93		25	25	pr106		2	2	pr110		10	15	pr127	44	33	8	pr264		1	1	pr242		1	1																					0
Gimmershred	100	1		5	1	78	70	7ta	flying axe			5	5000	lgrn				so0		so0	pr29		160	210	pr134		218	483	pr137	100	176	397	pr135		29	501	pr181		60	60	pr56		30	30																									0
Griffon's Eye	100	1	1	5	1	84	76	ci3	diadem			5	5000					so0		so0	pr0		100	200	pr86		25	25	pr104		1	1	pr245		10	15	pr233		15	20																													0
Windhammer	100	1		5	1	76	68	7m7	ogre maul			5	5000	cblu	cblu		invmau	so0		so0	pr29		180	230	pr108		50	50	pr56		60	60	pr127	240	33	22																																	0
Thunderstroke	100	1	1	5	1	77	69	amf	matriarchal javelin			5	5000	dblu	dblu			so0		so0	pr29		150	200	pr135		1	511	pr127	49	20	14	pr56		15	15	pr233		15	15	pr123	20	3	3	pr124	2	2	4																					0
Giantmaimer	100			5	1							5	5000	cred	cred			so0		so0																																																	0
Demon's Arch	100	1		5	1	76	68	7s7	balrog spear			5	5000	cred	cred			so0		so0	pr29		160	210	pr134		232	323	pr66		6	12	pr180	30			pr56		30	30	pr135		23	333																									0
Boneflame	100	1		5	1	80	72	nee	succubae skull			3	5000	dred	dred			so0		so0	pr5		120	150	pr77		20	20	pr128	77	15	3	pr69		2	3	pr41		20	30																													0
Steelpillar	100	1		5	1	77	69	7p7	war pike			3	5000					so0		so0	pr29		210	260	pr56		25	25	pr93		20	20	pr5		50	80	pr242		1	1	pr108		25	25																									0
Nightwing's Veil	100	1		5	1	75	67	uhm	spired helm			3	5000	cblu	cblu			so0		so0	pr5		90	120	pr104		2	2	pr8		10	20	pr50		5	9	pr95		1	1	pr246		8	15	pr75		-50	-50																					0
Crown of Ages	100	1		5	1	86	82	urn	corona	1		3	5000	dgld	dgld			so0		so0	pr80		30	30	pr41		20	30	pr104		1	1	pr0		100	150	pr242		1	1	pr4		10	15	pr5		50	50	pr133		1	2																	0
Andariel's Visage	100	1	1	5	1	85	83	usk	demonhead	1		3	5000	dred	dred			so0		so0	pr5		100	150	pr39		70	70	pr104		2	2	pr40		10	10	pr56		20	20	pr7		25	30	pr128	92	15	15	pr243	278	20	3	pr66		8	10	pr31		-30	-30									0
Darkfear	100			5	1			ulm	armet			5	5000	blac			invhlmu	so0		so0																																																	0
Dragonscale	100	1		5	1	84	80	pae	zakarum shield			3	5000	dgrn	dgrn			so0		so0	pr5		170	200	pr43		10	20	pr32		5	5	pr7		15	25	pr134		211	371	pr265	62	10	10	pr244		15	15																					0
Steel Carapice	100	1		5	1	74	66	uul	shadow plate			3	5000	dgry	dgry			so0		so0	pr5		190	220	pr80		20	20	pr3		9	14	pr35		40	60	pr62		10	15	pr179	5			pr128	76	8	6																					0
Medusa's Gaze	100	1		5	1	84	76	uow	aegis			3	5000	lred	lred		invtowu	so0		so0	pr5		150	180	pr114		20	20	pr128	91	10	7	pr66		5	9	pr259	48	100	44	pr35		40	80																									0
Ravenlore	100	1		5	1	82	74	dre	sky spirit			3	5000	dgld	dgld			so0		so0	pr5		120	150	pr41		15	25	pr124	17	3	3	pr10		20	30	pr232		10	20	pr123	221	7	7																									0
Boneshade	100	1		5	1	84	79	7bw	lich wand			3	5000	dgry	dgry		invbwnu	so0		so0	pr69		2	2	pr86		25	25	pr123	67	4	5	pr123	68	4	5	pr123	84	2	3	pr123	93	1	2	pr123	78	2	3																					0
Nethercrow	100			5	1							3	5000	cblu	cblu			so0		so0																																																	0
Flamebellow	100	1		5	1	79	71	7gs	balrog blade			3	5000	cred	cred		invgisu	so0		so0	pr29		170	240	pr134		233	482	pr103		3	3	pr43		20	30	pr127	225	12	16	pr7		10	20	pr9		5	10	pr265	41	12	18																	0
Fathom	100	1	1	5	1	81	73	obf	dimensional shard			3	5000	lblu				so0		so0	pr70		3	3	pr246		15	30	pr86		20	20	pr31		25	40	pr33		25	40																													0
Wolfhowl	100	1		5	1	85	79	bac	fury visor			3	5000	cred	cred			so0		so0	pr5		120	150	pr124	14	2	3	pr7		8	15	pr8		8	15	pr9		8	15	pr265	223	3	6	pr243	237	18	15	pr265	224	3	6	pr265	232	3	6													0
Spirit Ward	100	1		5	1	76	68	uts	ward			3	5000	dblu	dblu		invgtsu	so0		so0	pr5		130	180	pr50		6	11	pr41		30	40	pr16		20	30	pr83		25	25	pr128	267	5	8																									0
Kira's Guardian	100	1	1	5	1	85	77	ci2	tiara			3	5000	blac	blac			so0		so0	pr0		50	120	pr41		50	70	pr115		1	1	pr80		20	20																																	0
Ormus' Robes	100	1		1		83	75	uui	dusk shroud			3	5000	blac	blac			so0		so0	pr0		10	20	pr86		20	20	pr244		10	15	pr246		10	15	pr245		10	15	pr62		10	15	pr261	3	36	60																					0
Gheed's Fortune	100	1	1	50	1	70	62	cm3	charm		1	3	5000	lgld				so0		so0	pr59		20	40	pr58		80	160	pr254		10	15																																					0
Stormlash	100	1		5	1	86	82	7fl	scourge	1		3	5000	dgry	dgry			so0		so0	pr29		240	300	pr56		30	30	pr127	42	15	10	pr127	245	20	18	pr135		1	473	pr105		30	30	pr108		33	33	pr46		3	9																	0
Halaberd's Reign	100	1		5	1	85	77	bae	conqueror crown			3	5000					so0		so0	pr5		140	170	pr124	13	1	1	pr71		2	2	pr80		20	20	pr53		15	23	pr123	149	1	2	pr123	155	1	2																					0
Warriv's Warder	100			5	1							3	5000					so0		so0																																																	0
Spike Thorn	100	1		5	1	78	70	upk	blade barrier			5	5000	dyel	dyel		invspku	so0		so0	pr5		120	150	pr165	11			pr51		250	250	pr80		30	30	pr4		15	20	pr133		1	1																									0
Dracul's Grasp	100	1		5	1	84	76	uvg	vampirebone gloves			5	5000	dred	dred			so0		so0	pr5		90	120	pr66		7	10	pr107		25	25	pr127	82	5	10	pr253		5	10	pr7		10	15																									0
Frostwind	100	1		5	1	78	70	7ls	cryptic sword			5	5000	cblu	cblu		invlsdu	so0		so0	pr29		180	230	pr106		4	4	pr95		1	1	pr137	150	237	486	pr56		25	25	pr49		7	15	pr265	230	7	14																					0
Templar's Might	100	1		15	1	82	74	uar	sacred armor			5	5000	cgrn	cgrn		invaaru	so0		so0	pr5		170	220	pr80		20	20	pr1		250	300	pr63		40	50	pr7		10	15	pr9		10	15	pr124	10	1	2																					0
Eschuta's temper	100	1		5	1	80	72	obc	eldritch orb			5	5000	cred				so0		so0	pr70		1	3	pr86		40	40	pr244		10	20	pr245		10	20	pr10		20	30																													0
Firelizard's Talons	100	1		5	1	75	67	7lw	feral claws			5	5000					so0		so0	pr29		200	270	pr56		15	15	pr124	20	1	3	pr134		236	480	pr31		40	70	pr123	262	1	2	pr123	272	1	2																					0
Sandstorm Trek	100	1		5	1	72	64	uvb	scarabshell boots			5	5000					so0		so0	pr5		140	170	pr77		20	20	pr80		20	20	pr169	8			pr116		50	50	pr39		40	70	pr179	5			pr7		10	15	pr9		10	15													0
Marrowwalk	100	1		5	1	74	66	umb	boneweave boots			5	5000	dgry				so0		so0	pr5		170	200	pr77		20	20	pr243	88	13	33	pr243	82	10	12	pr61		10	10	pr62		10	10	pr95		1	1	pr7		10	20	pr8		17	17	pr123	69	1	2									0
Heaven's Light	100	1	1	5	1	69	61	7sc	mighty scepter			5	5000	cblu	cblu			so0		so0	pr29		250	300	pr56		20	20	pr93		33	33	pr73		3	3	pr111		15	20	pr108		33	33	pr133		1	3	pr68		2	3																	0
Merman's Speed	100				1													so0		so0																																																	0
Arachnid Mesh	100	1		5	1	87	80	ulc	spiderweb sash			5	5000	blac	blac			so0		so0	pr5		90	120	pr86		20	20	pr243	278	11	3	pr104		1	1	pr114		10	10	pr12		5	5																									0
Nosferatu's Coil	100	1		5	1	68	51	uvc	vampirefang belt			5	5000					so0		so0	pr7		15	15	pr110		2	2	pr114		10	10	pr66		5	7	pr56		10	10	pr73		-3	-3																									0
Metalgrid	100	1	1	20	1	85	81	amu	amulet			5	5000					so0		so0	pr0		300	350	pr41		25	35	pr15		400	450	pr243	90	11	22	pr243	76	20	12																													0
Verdugo's Hearty Cord	100	1		5	1	71	63	umc	mithril coil			5	5000	blac	blac			so0		so0	pr5		90	140	pr9		30	40	pr63		100	120	pr80		10	10	pr4		10	15	pr53		10	13																									0
Sigurd's Staunch	100			5	1							5	5000					so0		so0																																																	0
Carrion Wind	100	1		5	1	68	60	rin	ring			3	5000					so0		so0	pr1		100	160	pr66		6	9	pr39		55	55	pr128	92	10	10	pr243	222	15	21	pr127	240	8	13	pr30		10	10																					0
Giantskull	100	1		30	1	73	65	uh9	bone visage			3	5000	lgry	lgry		invbhm	so0		so0	pr0		250	320	pr7		25	35	pr108		10	10	pr133		1	2	pr60		1	1																													0
Ironward	100	1		8	1	68	60	7ws	caduceus			3	5000	blac	blac			so0		so0	pr29		240	290	pr114		25	25	pr96		150	200	pr56		10	10	pr136		80	240	pr3		4	7	pr89		40	85	pr124	9	2	4	pr108		33	33													0
Annihilus	100	1		5	1	300	70	cm1	charm		1	3	5000			flpmss	invmss	so217	12	so217	pr104		1	1	pr251		1	20	pr41		1	20	pr252		1	100	pr280		2	2																													0
Arioc's Needle	100	1		5	1	85	81	7sr	hyperion spear			3	5000					so0		so0	pr29		180	230	pr138	250	403	403	pr113		50	50	pr92		1	1	pr104		2	4	pr56		30	30																									0
Cranebeak	100	1		5	1	71	63	7mp	war spike			3	5000	dgry			invmpiu	so0		so0	pr29		240	300	pr135		1	305	pr56		40	40	pr93		25	25	pr59		20	50	pr243	221	15	8																									0
Nord's Tenderizer	100	1		5	1	76	68	7cl	truncheon			3	5000				invclbu	so0		so0	pr29		270	330	pr106		2	4	pr56		25	25	pr243	59	12	16	pr96		150	180	pr49		5	15	pr137	125	205	455																					0
Earthshifter	100	1		5	1	77	69	7gm	thunder maul			3	5000					so0		so0	pr29		250	300	pr127	234	25	14	pr108		33	33	pr56		10	10	pr243	244	30	14	pr124	17	7	7	pr86		10	10																					0
Wraithflight	100	1	1	5	1	84	76	7gl	ghost glaive			3	5000	dblu	dblu			so0		so0	pr29		150	190	pr180	40			pr66		9	13	pr110		15	15	pr264		1	1																													0
Bonehew	100	1		5	1	72	64	7o7	ogre axe			3	5000	bwht	bwht			so0		so0	pr29		270	320	pr56		30	30	pr243	74	30	14	pr127	84	50	16	pr94		1	1	pr133		2	2																									0
Ondal's Wisdom	100	1		5	1	74	66	6cs	elder staff			3	5000				invcstu	so0		so0	pr86		45	45	pr10		40	50	pr104		2	4	pr0		450	550	pr252		5	5	pr6		5	8																									0
The Reedeemer	100	1		5	1	80	72	7sc	mighty scepter			3	5000					so0		so0	pr29		250	300	pr98		200	250	pr68		2	2	pr75		-60	-60	pr123	124	2	4	pr123	101	2	4	pr73		3	3	pr93		33	33	pr89		60	120													0
Headhunter's Glory	100	1		5	1	83	75	ush	troll nest			3	5000				invbshu	so0		so0	pr0		320	420	pr1		300	350	pr39		30	40	pr133		1	3	pr31		20	30	pr253		5	7																									0
Steelrend	100	1		15	1	78	70	uhg	ogre gauntlets			3	5000				Invglove001	so0		so0	pr0		170	210	pr7		15	20	pr29		30	60	pr108		10	10																																	0
Rainbow Facet	100	1		15	1	85	49	jew	jewel			3	5000					so0		so0	pr135		1	74	pr233		3	5	pr245		3	5	pr259	53	100	47																																	0
Rainbow Facet	100	1		15	1	85	49	jew	jewel			3	5000					so0		so0	pr137	3	24	38	pr234		3	5	pr246		3	5	pr259	59	100	37																																	0
Rainbow Facet	100	1		15	1	85	49	jew	jewel			3	5000					so0		so0	pr134		17	45	pr232		3	5	pr244		3	5	pr259	56	100	31																																	0
Rainbow Facet	100	1		15	1	85	49	jew	jewel			3	5000					so0		so0	pr138	50	187	187	pr235		3	5	pr247		3	5	pr259	92	100	51																																	0
Rainbow Facet	100	1		15	1	85	49	jew	jewel			3	5000					so0		so0	pr135		1	74	pr233		3	5	pr245		3	5	pr260	48	100	41																																	0
Rainbow Facet	100	1		15	1	85	49	jew	jewel			3	5000					so0		so0	pr137	3	24	38	pr234		3	5	pr246		3	5	pr260	44	100	43																																	0
Rainbow Facet	100	1		15	1	85	49	jew	jewel			3	5000					so0		so0	pr134		17	45	pr232		3	5	pr244		3	5	pr260	46	100	29																																	0
Rainbow Facet	100	1		15	1	85	49	jew	jewel			3	5000					so0		so0	pr138	50	187	187	pr235		3	5	pr247		3	5	pr260	278	100	23																																	0
Hellfire Torch	100	1		5	1	300	75	cm2	charm		1	3	5000			flptrch	invtrch	so217	12	so217	pr267			6	pr251		10	20	pr41		10	20	pr73		8	8	pr280		2	2	pr243	62	10	30																									0
xinyaodai	100	1	1	3	1	110	120	utc				5	5000					so0		so0	pr5		90	120	pr86		20	30	pr233		20	20	pr275		20	20	pr246		20	20	pr232		20	20	pr276		1	1	pr274		20	20	pr235		20	20	pr104		-5	5					pr381		29	29	0
Griffon's EyeCold1	100	1	1	15	1	110	120	ci3				5	5000					so0		so0	pr0		100	200	pr86		25	25	pr104		-4	4	pr246		1	100	pr276		1	1																									pr381		29	29	0
Griffon's EyeFire1	100	1	1	5	1	110	120	ci3				5	5000					so0		so0	pr0		100	200	pr86		25	25	pr104		-4	4	pr244		1	50	pr232		1	50	pr276		1	1																					pr381		29	29	0
lingjie	100	1	1	1	1	110	120	rin				5	5000			lingjie	lingjie	so0		so0	pr41		10	30	pr104		-5	5	pr251		10	30	pr56		10	20	pr86		10	20	pr276		1	1	pr59		66	66																	pr381		29	29	0
