skill	Id	charclass	skilldesc	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
sk199	199				104																																																							ms340	pt0																so755	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	S3																							so0			1																								1	1																		?		?		?		?		?		?					1								8																																					
sk200	200													ml246																																																															so0	so0			so0	so0	so0		so0		so0									ml246													1			none												SC	SC	S1																							so0			1																								1																			?		?		?		?		?		?					1								8		10	10	10	10	10	10	20	10	10	10	10	10																								
sk201	201													ml203																																																															so0	so0			so0	so0	so0		so0		so0									ml203													1			none												SQ	SQ	A1																							so0			1																								1																			?		?		?		?		?		?					1								8																																					
sk202	202				110																																																																								so0	so0			so0	so0	so0		so0		so0					66																	1			none												SQ	SQ	A1																							so0			1																								1																			?		?		?		?		?		?					1								8																																					
sk203	203				105												ml283																																																												so0	so0			so0	so0	so0		so0		so0					60					ml283												1			none												SQ	SQ	xx	26																						so0			1																								1										3	#missiles								?		?		?		?		?		?					1								8																																					
sk204	204				106												ml643																																																												so1253	so0			so0	so0	so0		so0		so0					61					ml643												1			none												SQ	SQ	xx	27																						so0			1																								1																			?		?		?		?		?		?					1								8																																					
sk205	205				28												ml106																																																												so420	so0			so0	so0	so0		so0		so0	ol32				28					ml106												1	3		none												SQ	SQ	S1																							so0			1																								1																			?		?		?		?		?		?					1								8																																					
sk206	206			55	107																																																																								so0	so0			so0	so0	so0		so0		so0				42	62																	1			none												SQ	SQ	xx	34																						so0			1																								1										4	min loops	7	max loops	25	heal pct			12	reset loop frame		?		?		?		?		?					1								8		2	2	2	2	2	2	4	2	2	2	2	2			2	3	3	3	3	3	4	3	3	3	3	3		200								
sk207	207													ml243																																																															so0	so0			so0	so0	so0		so0		so0									ml243													1			none												SC	SC	S2																							so0			1																								1																			?		?		?		?		?		?					1								8		10	5	5	5	5	5	20	5	5	5	5	5																								
sk208	208													ml244																																																															so0	so0			so0	so0	so0		so0		so0									ml244													1			none												SC	SC	S2																							so0			1																								1																			?		?		?		?		?		?					1								8		10	5	5	5	5	5	20	5	5	5	5	5																								
sk209	209				18																	st10		ln34		is171	ln12																																																		so420	so0			so2423	so0	so0		so0		so0	ol33																					1			none												SQ	SQ	SC																							so0			1																								1																		30	% AC base	5	% AC per level	3600	Duration	300	Duration per level	30	Freeze Frames	3	Freeze Frames per level					1								8																																		1			
sk210	210				18																	st14				is132	ln12*256	is133	ln12*256																																																so2448	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	S1																							so0			1																								1																		20	damage absorbed	10	additional absorbed/level		?		?		?		?					1								8																																					
sk211	211				10												ml329	ml329																																																											so422	so0			so0	so0	so0		so0		so0					18					ml329	ml329											1			none												SQ	SQ	S1																							so0			1																								1																		15	Search range		?		?		?		?		?					1								8																																					
sk212	212				112																			ln34	ln12																																																				so0	so0			so0	so0	so0		so0		so0				18	30					ml142		ml147										1	5		none												SQ	SQ	S2																							so0			1																								1																		3	radius	1	radius per level	300	duration	60	additional duration/level	25	min % resist lower	70	max % resist lower	-50	speed			1								8																																					
sk213	213				28												ml336																																																												so0	so0			so0	so0	so0		so0		so0				44																		1	4		none												SQ	SQ	A1																							so0			1																								1																			?		?		?		?		?		?					1								8																																					
sk214	214				108																																																																								so1599	so0			so0	so0	so0		so0		so0					63					ml115	ml20											1	2		none												SQ	SQ	S1									1		1												so0			1																								1										33	heal% of target hp								?		?		?		?		?		?					1								8																																					
sk215	215			64	109																	st103		ln12		is67	dm34	is68	dm34	is69	dm34																																														so0	so0			so0	so0	so0		so0		so0																						1	3		none												SQ	SQ	A2				1		1	1																so0			1																								1																		200	duration	25	duration/level	30	min % speed increase	110	max % speed increase		?		?					1	10	10						8	128																																				
sk216	216																																																																												so0	so0			so0	so0	so0		so0		so0					64																	1			none												SQ	SQ	xx	41																						so0			1																																											?		?		?		?		?		?					1								8																																					
sk217	217		sd156		113																																																																								so0	so0			so0	so0	so0		so0		so0																									none												SC	SC	xx																							so0			1									1							5									1								1										?		?		?		?		?		?					1								8																																					
sk218	218		sd157		113																																																																								so0	so0			so0	so0	so0		so0		so0																									none												SC	SC	xx																							so0			1									1							5									1								1										?		?		?		?		?		?					1								8																																					
sk219	219		sd158		113																																																																								so0	so0			so0	so0	so0		so0		so0																									none												SC	SC	xx																							so0			1									1							5																	1										?		?		?		?		?		?					1								8																																					
sk220	220		sd159		113																																																																								so0	so0			so0	so0	so0		so0		so0																									none												SC	SC	xx																							so0			1									1							5																	1										?		?		?		?		?		?					1								8																																					
sk221	221	dru	sd160		114																																																							ms419	pt10	min(lvl,par2)	S1														so2348	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1	4																		so0			1	20								1											1	8	6		1	1									0	hp adj	(ulvl+par1)+lvl	raven lvl					-2	monster level = your level + this + SkillLevel	5	Max ravens		?		?	12	Attacks	1	Attacks per level					1	100	15						8		2	1	1	1	1	1	4	1	1	1	1	1																							256	1000
sk222	222	dru	sd161		115																	st150																																						ms425	pt14	1	S1	sk294	lvl												so2348	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1	4																		so0			1	20								1											1	8	8		1	1									par3*(lvl-1)	hp %	(ulvl*3)/4+lvl	vine lvl					3	Number of vines	1	vines per level	25	% more hitpoints per level		?		?		?					1																							pois	12	7	12	15	17	19	16	7	12	15	17	19		100							256	1000
sk223	223	dru	sd162		116																	st139		1000+skill('sk224'.ln12)		is162	par1	is68	dm34	is119	toht	is76	par2+skill('sk224'.ln34)																																												so0	so0			so0	so0	so0		so0		so0		ol198	ol199	45																		1			none												SC	SC	xx	22			1													1						so0			1	20								1				25				1			1	8	15			1																	25	% stamina increase	25	% hitpoints increase	10	% min speed increase	80	% max speed increase		?		?					1	50	15						8	128																																			256	1000
sk224	224	dru	sd163																																																																										so0	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1																			so0			1	20					sk223															8			1						1												1000	Base duration of all forms	500	Bonus duration per level	20	% base hitpoint bonus	5	% hitpoints per level		?		?					1								8																																				256	1000
sk225	225	dru	sd164		117												ml458																																																												so2334	so0			so0	so0	so0		so0		so0	ol194				67					ml458												1			none												SC	SC	xx				1													1						so2334	ol194		1	20												15	1						1	8	4		1										ln12	# missiles							3	Number of missiles		Number of missiles per level		?		?		?		?			23	damage synergy	1								2															fire	3	3	5	7	14	21	6	3	6	8	15	23	(skill('sk229'.blvl)+skill('sk234'.blvl))*par8								256	1000
sk226	226	dru	sd165		119																																											is45	100	is46	100									ms424	pt13	1	NU	sk298	lvl												so2348	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1	4																		so0			6	20								1											1	8	15	1	1	1									(lvl-1)*par1	hp adj	ulvl	totem lvl					30	% hitpoints more per level	5	% hitpoint bonus per level	250	duration of aura		?		?		?	30	radius	2	radius/lvl	1								8																																				384	3000
sk227	227	dru	sd166		119																					is39	min(ln78,85)	is43	min(ln78,85)	is41	min(ln78,85)	is45	min(ln78,85)															is16	par4*lvl+ln56	is19	ln12	is25	skill('sk247'.ln12)							ms420	pt11	min(lvl,par3)	S1														so2348	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1	4												1						so0			6	20					sk221			1											1	8	15		1	1									skill('sk237'.ln12)	hp %	ulvl	pet lvl					50	% feral add to attack	25	% feral attack per level	5	max wolves	7	defense points per level	50	% defense bonus	10	% defense bonus per level		resist	5	resist/lvl	1	75	20						8		2	1	2	4	5	8	6	1	2	4	5	8																							384	3000
sk228	228	dru	sd167		116																	st140		1000+skill('sk224'.ln12)		is25	ln12	is171	ln34	is76	par5+skill('sk224'.ln34)																																														so0	so0			so0	so0	so0		so0		so0		ol200	ol201	45																		1			none												SC	SC	xx	22			1																			so0			6	20								1				25				1			1	8	15			1																	55	% Base bonus damage	8	% bonus damage per level	25	% increase armorclass	6	% armor class per level	75	% Base bonus hitpoints							1								8	128																																			384	3000
sk229	229	dru	sd168											ml453											par1																																																				so2334	so0			so0	so0	so0		so0		so0	ol194								ml453													1			none												SC	SC	xx				1													1						so2334	ol194		6	20					sk225							50	1						1	7	20	1	1																		7	Explosion Radius											10	phys damage synergy	8	fire damage synergy	1								8		6	4	7	10	13	16	12	5	8	11	14	17	skill('sk244'.blvl)*par7	fire	6	4	7	10	13	16	12	5	8	11	14	17	skill('sk225'.blvl)*par8								384	3000
sk230	230	dru	sd169	11	19												ml459								ln12/4-2																																																				so0	so0			so0	so0	so0		so0	ol196	so2352				15	24					ml459	ml460											1			none												SQ	SQ	xx	18	10																					so0			6	20													1	1				6		2	24	1	1										ln12/2	range	20	frames if monster					35	base ranged (doubled)	2	level range (doubled)	4	Min Mana to start casting									15	damage synergy	1								2															cold	21	16	18	20	24	29	40	16	19	21	25	31	(skill('sk235'.blvl)+skill('sk250'.blvl))*par8	100	15	15	15				384	3000
sk231	231	dru	sd170		115																	st150																																						ms426	pt14	1	S1	sk294	lvl	sk307	lvl										so2348	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1	4																		so0			12	20					sk222			1											1	8	10		1	1									par3*(lvl-1)	hp %	(ulvl*3)/4+lvl	vine lvl					10	Radius		Life steal moved -->	25	% more hitpoints per level		?	3	min % life steal	12	max % life steal					1								8																																				512	3000
sk232	232	dru	sd171	56	120																	st120		par1		is67	dm34	is60	par2*lvl	is61	par2*lvl																																														so0	so0			so0	so0	so0		so0		so0																						1			h2h												A1	A1	xx				1		1	1								1								so0			12	20					sk223			2	st139				1						1	8	3		1										ln56	dmg%	lvl/par7+par8						500	duration	4	% life steal per hit	10	Min Speed boost	70	Max Speed boost	50	% damage increase	5	% damage increase per level	2	Levels per charge	3	Min charge	1	20	10						8	128																																			512	3000
sk233	233	dru	sd172	56	120																	st117		par4		is25	lvl*par3	is66	dm56																																																so0	so0			so0	so0	so0		so0		so0																						1			h2h												A1	A1	xx				1		1	1								1								so0			12	20					sk228			2	st140				1						1	8	3		1										0	dmg%	lvl/par7+par8										20	damage per charge	500	duration	10	min stun duration	100	max stun duration	2	Levels per charge	3	Min charge	1	20	10						8	128																																			512	3000
sk234	234	dru	sd173		28												ml461																																																												so2333	so0			so0	so0	so0		so0		so0	ol195				28					ml461												1			none												SC	SC	xx				1	4				1								1						so2333	ol195		12	20					sk229							50							1	8	15		1										par1	radius	par2	frequency					7	radius	6	Missile delay		Change duration in Missiles.xls									12	damage synergy	1								8															fire	15	6	12	16	18	22	25	6	12	16	19	23	(skill('sk225'.blvl)+skill('sk244'.blvl))*par8								512	8000
sk235	235	dru	sd174		18																	st151				is132	((ln12*(100+((skill('sk240'.blvl)+skill('sk245'.blvl))+skill('sk250'.blvl))*par8))/100)*256	is133	((ln12*(100+((skill('sk240'.blvl)+skill('sk245'.blvl))+skill('sk250'.blvl))*par8))/100)*256									ev11	25																																						so2332	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1													1						so0			12	20					sk230														1	8	5	1	1	1																	40	damage absorbed	12	additional absorbed/level											7	absorb synergy	1								8																																				512	8000
sk236	236	dru	sd175		119																																											is45	100	is46	100									ms423	pt13	1	NU	sk297	lvl												so2348	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1	4																		so0			18	20					sk226			1											1	8	20	1	1	1									(lvl-1)*par1	hp adj	ulvl	totem lvl					25	bonus hitpoints per level	3	Bonus Level	25	% attack rating bonus	7	% attack rating bonus per lvl	20	% damage increase	7	% damage increase per level	30	radius	2	radius/lvl	1								8																																				640	8000
sk237	237	dru	sd176		119																					is39	min(ln78,85)	is43	min(ln78,85)	is41	min(ln78,85)	is45	min(ln78,85)															is16	par6*lvl+skill('sk227'.ln56)	is19	skill('sk227'.ln12)	is25	skill('sk247'.ln12)							ms421	pt12	min(lvl,par3)	S1														so2348	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1	4												1						so0			18	20					sk226	sk227		1											1	8	20		1	1									ln12	hp%	ulvl	pet lvl					50	% feral hitpoints	25	% feral hitpoints per level	3	max fenri	500	rage duration - see fenris rage	100	% damage with rage - see fenris rage	4	defense points per level		resist	5	resist/lvl	1	150	20						8		7	2	3	6	8	11	12	2	3	6	9	13																							640	8000
sk238	238	dru	sd177	57	121												ml515						st112																																																						so0	so0			so0	so0	so0		so0		so0																						1			h2h												S3	S3	S3				1		1	1								1								so0			18	20					sk232			2	st139				1						1	8	10		1																																18	damage synergy	1	50	7		1	2			3															pois	6	4	5	7	11	16	14	4	5	7	11	16	skill('sk222'.blvl)*par8	100	10	10	10				640	16000
sk239	239	dru	sd178	58	2															ol81																																																									so0	so0			so0	so0	so0		so0		so0																						1			h2h												A1	A1	xx				1		1	1								1								so0			18	20					sk232	sk233		2	st139	st140			1						1	8	4		1										0	dmg%																					22	damage synergy	1	50	15						8	128														fire	15	8	12	20	24	30	20	8	12	22	26	34	(((skill('sk225'.blvl)+skill('sk229'.blvl))+skill('sk244'.blvl))+skill('sk234'.blvl))*par8								640	16000
sk240	240	dru	sd179		118												ml477																																																												so2352	so0			so0	so0	so0		so0		so0					68					ml477												1			none												SC	SC	xx				1													1						so0			18	20					sk235								1						1	8	7		1										par1	# missiles							3	Number of twisters	10	Frames the target is stunned											10	damage synergy	1								7		12	4	7	10	13	16	16	4	7	11	14	17	(skill('sk245'.blvl)+skill('sk250'.blvl))*par8																						640	16000
sk241	241	dru	sd180		115																	st150																																						ms427	pt14	1	S1	sk294	lvl	sk325	lvl										so2348	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1	4																		so0			24	20					sk231			1											1	8	14	1	1	1									par3*(lvl-1)	hp %	(ulvl*3)/4+lvl	vine lvl					3	Number of vines	1	vines per level	20	% more hitpoints per level		Mana steal moved -->	1	min % mana steal	8	max % mana steal					1								8																																				768	16000
sk242	242	dru	sd181		122																																																																								so0	so0			so0	so0	so0		so0		so0																						1			h2h												S3	S3	S3				1		1	1								1								so0			24	20					sk239			2	st139	st140			1						1	8	3		1										par5	dmg%	dm12	lifesteal	dm34	manasteal			50	min % life steal	200	max % life steal	50	min % mana steal	200	max % mana steal	-75	% damage penalty							1	50	10						8	128																																			768	32000
sk243	243	dru	sd182		124																42883	st206		ln12	min(90,par3+stat('is473'.accr)/10)																																																				so0	so0			so0	so0	so0		so0		so0														1		25						1			none												SC	SC	xx				1																			so0			24	20					sk233			1					1						1	8	25		1											# missiles							1500	stun length	150	stun length per level	18		3						35		10	damage synergy	1				1	2			8															pois	4	7	8	8	8	8	4	7	8	8	8	8	(((skill('sk224'.blvl)+skill('sk228'.blvl))+skill('sk233'.blvl))+stat('is452'.accr))*par8	3							768	32000
sk244	244	dru	sd183		123												ml479								par1																																																				so2333	so0			so0	so0	so0		so0		so0	ol195					91				ml480	ml479											1			none												SC	SC	xx				1	4				1								1						so2399	ol195		24	20					sk234							100							1	8	25		1																par2	damage delay	12	debris range	2	delay between debris									12	damage synergy	12	fire damage synergy	1								8		8	2	4	6	8	10	10	2	4	6	8	10	skill('sk229'.blvl)*par7	fire	8	2	4	6	8	11	10	2	4	6	8	13	(skill('sk234'.blvl)+skill('sk249'.blvl))*par8								768	32000
sk245	245	dru	sd184		118												ml478				42371				par2																																																				so2352	so0			so0	so0	so0		so0		so0					69					ml478												1			none												SC	SC	xx				1	4												1						so0			24	20					sk240								1						1	8	10		1										1	# missiles					par1	damage delay	15	Frame delay between damage	3	Radius of damage											9	damage synergy	1								8		25	8	14	20	24	28	35	8	15	21	25	29	((skill('sk235'.blvl)+skill('sk240'.blvl))+skill('sk250'.blvl))*par8																						768	32000
sk246	246	dru	sd185		119																																											is45	100	is46	100									ms422	pt13	1	NU	sk296	lvl												so2348	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1	4																		so0			30	20					sk236			1											1	8	25	1	1	1									(lvl-1)*par1	hp adj	ulvl	totem lvl					25	% hitpoints more per level		Bonus Level	50	% thorns damage back	20	% thorns damage back per level					30	radius	2	radius/lvl	1								8																																				896	64000
sk247	247	dru	sd186		119																					is39	min(ln78,85)	is43	min(ln78,85)	is41	min(ln78,85)	is45	min(ln78,85)															is25	ln12	is19	skill('sk227'.ln12)	is16	skill('sk227'.ln56)							ms428	pt15	1	S1														so2348	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1	4																		so0			30	20					sk237			1											1	8	40		1	1									skill('sk237'.ln12)	hp %	ulvl	pet lvl					25	% feral add to damage	10	% feral damage per level										resist	5	resist/lvl	1	300	20						8		30	10	15	20	26	30	60	10	15	20	26	30																							896	64000
sk248	248	dru	sd187	37	13																																																																								so0	so0			so0	so0	so0		so0		so0				53	21																	1			h2h												A1	A1	A1				1		1	1																so0			30	20					sk238			2	st139				1						1	8	4		1										min((par5+lvl)-1,par6)	max targets	ln34	damage %							100	% frame rollback	100	% damage percent	17	damage % per level	2	Targets	5	Max targets					1	50	7						8	128																																			896	64000
sk249	249	dru	sd188		124																42883	st145		ln12+skill('sk234'.blvl)*par7	min(90,par3+stat('is472'.accr)/10)																																																				so2333	so0			so0	so0	so0		so0		so0	ol195													1	frames	75	fall rate		slide rate			1			none												SC	SC	xx				1																			so0			30	20					sk244	sk250		1											1	8	25		1																		1500	base duration	150	duration per level	18	radius to drop meteors	3	frame delay between rocks					50	duration synergy	10	damage synergy	1				1	2			8															fire	30	40	50	60	70	76	40	40	50	60	70	80	(((skill('sk225'.blvl)+skill('sk229'.blvl))+skill('sk244'.blvl))+stat('is451'.accr))*par8								896	64000
sk250	250	dru	sd189		124																42883	st144		ln12+skill('sk235'.blvl)*par7	min(90,par3+stat('is471'.accr)/10)																																																				so2352	so0			so0	so0	so0		so0		so2335										ml581	ml583	ml585		3	debris/frame	75	height					1			none												SC	SC	xx				1																			so0			30	20					sk245			1											1	8	25		1																		1500	base duration	150	duration per level	18	radius	3	frames per hit search					50	duration synergy	10	damage synergy	1				1	2			8															cold	30	40	50	60	70	76	40	40	50	60	70	80	(((skill('sk240'.blvl)+skill('sk245'.blvl))+skill('sk235'.blvl))+stat('is450'.accr))*par8	50							896	64000
sk251	251	ass	sd190											ml385		1									par1																																																				so0	so0			so259	so0	so0		so0		so0									ml385													1			rng												S2	S2	S2				1																			so0			1	20													1						1	5	24	1	1																		5	radius													9	damage synergy	1								7															fire	6	3	8	20	38	58	8	5	11	24	44	66	(((((skill('sk256'.blvl)+skill('sk276'.blvl))+skill('sk261'.blvl))+skill('sk271'.blvl))+skill('sk262'.blvl))+skill('sk272'.blvl))*par8						5		256	1000
sk252	252	ass	sd191																																											st152	h2h	is342	ln12	is343	ln34	is344	dm56																								so0	so0			so0	so0	so0		so0		so0																						1			none		h2h										SC	SC	SC				1																			so0			1	20																				8			1						1												30	Attack rating bonus percent	10	Percent attack rating per level	35	% damage percent	4	damage % per level		critical%	25	critical%					1								8																																		10		256	1000
sk253	253	ass	sd192		124																42883	st207		ln12	min(90,par3+stat('is470'.accr)/10)																																																				so2307	so0			so0	so0	so0	ol190	so2384		so0	ol191									ml219	ml219			1		1						1			none												SC	SC	SC				1		1																	so0			1	20																			1	8	25		1											knockback% vs. monster		knockback% vs. unique		knockback% vs. boss		knockback% vs. player	1500	knockback % vs. monster	150		18	min knockback% vs. unique	3	max knockback% vs. unique		min knockback% vs. boss		max knockback% vs. boss	35		10		1				1	2			8		30	40	50	60	70	76	40	40	50	60	70	80	(((skill('sk264'.blvl)+skill('sk273'.blvl))+skill('sk279'.blvl))+stat('is449'.accr))*par8																				5		256	1000
sk254	254	ass	sd193	23	34								1									st122		par3		is318		is325	par4																																																so0	so0			so0	so0	so0	ol215	so0	ol287	so2297						12	12	12														1			h2h		mele										A1	A1	A2				1		1	1								1								so0			1	20													1						1	8	1		1							1			ln12	progressive damage							100	% Damage bonus	20	% damage per level	375	duration	50	tohit bonus for each charge-up									1	15	7						8	128																																	4		256	1000
sk255	255	ass	sd194	24	42																																																																								so2302	so0			so0	so0	so0		so0		so0				6	4																	1			h2h	4											KK	KK	A1	19					1	1								1								so0			1	20													1						1	8	6		1					1					lvl/6+1	number of kicks	dm34	knockback% vs. unique	dm56	knockback% vs. boss	dm56	knockback% vs. player	5	Percent damage	7	percent damage per level	50	min knockback% vs. unique	100	max knockback% vs. unique	25	min knockback% vs. boss	99	max knockback% vs. boss					1	20	35					1	8																																		4		256	1000
sk256	256	ass	sd195		124																42883	st190		ln12	min(90,par3+stat('is469'.accr)/10)																																																				so0	so0			so259	so0	so0		so0		so0														1		1						1			none												SC	SC	xx				1																			so0			6	20					sk251								1						1	8	25		1																		1500	Number of missiles	150	Levels per missile	18		3								10	damage synergy	1				1	2			8															ltng	30	40	50	60	70	76	40	40	50	60	70	80	(((skill('sk261'.blvl)+skill('sk271'.blvl))+skill('sk276'.blvl))+stat('is447'.accr))*par8						11		384	3000
sk257	257	ass	sd196		44												ml392																															is19	lvl*5											ms413	pt17	5	S1	sk257	lvl												so2324	so0			so0	so0	so0		so0		so0																						1			rng												S2	S2	S2				1																			so0			6	20												50	1						1	8	7		1																ln12	duration	100	duration	12	duration per level	5	Total number assassin traps	3	Total number pet traps									1								8	48	6	3	4	5	5	5	10	3	4	5	5	5																					5	3	384	3000
sk258	258	ass	sd197		18																																									st157		is67	dm12	is68	dm34																										so2322	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	SC				1																			so0			6	20					sk252														1	8	10		1	1					1												15	% min increased walk speed	70	% max increased walk speed	15	min % increased attack speed	60	max % increased attack speed	3000	duration	300	duration per level					1								8																																		1		384	3000
sk259	259	ass	sd198	23	35	1	143	38	39		par1	par2	4						ml557			st125		par3		is321		is325	par4																																																so0	so0			so0	so0	so0		so0		so0							9	9			ml556	ml557										1			h2h	3	h2h										SQ	A1	xx	16			1		1	1								1								so0			6	20													1						1	8	2		1							1			lvl*3	convert to fire%							4	Radius of explosion	4	Radius of firewall fragments	375	duration	50	tohit bonus for each charge-up							12	damage synergy	1	15	7						8	128														fire	6	5	10	20	30	40	10	5	11	22	33	44	skill('sk280'.blvl)*par8						4		384	3000
sk260	260	ass	sd199	25	46																																																																								so2302	so0			so0	so0	so0		so0		so0																						1			h2h	3	h2h					h2h					SQ	A1	xx	16			1		1	1								1								so0			6	20					sk255								1						1	8	2		1					1					ln12+skill('sk252'.blvl)*par8	damage%							50	% Damage bonus	5	% damage per level											4	damage synergy	1	40	25						8	128																																	4		384	3000
sk261	261	ass	sd200		45																																																							ms411	pt17	5	S1	sk306	lvl	sk251	skill('sk251'.blvl)	sk256	skill('sk256'.blvl)	sk271	skill('sk271'.blvl)	sk276	skill('sk276'.blvl)				so2324	so0			so0	so0	so0		so0		so0																						1			rng												S2	S2	S2				1	4																		so0			12	20					sk256														1	8	13		1																par1+skill('sk271'.blvl)/4	shots fired	5	Shots fired			5	Bolts to send out		Bolts to send out per level							6	damage synergy	1								7															ltng	2						14	6	8	12	14	16	((skill('sk251'.blvl)+skill('sk271'.blvl))+skill('sk276'.blvl))*par8						3		512	3000
sk262	262	ass	sd201		45																																																							ms410	pt17	5	S1	sk281	lvl	sk251	skill('sk251'.blvl)	sk272	skill('sk272'.blvl)					32			so2324	so0			so0	so0	so0		so0		so0																						1			rng												S2	S2	S2				1	4																		so0			12	20					sk251														1	8	13		1																		5	Shots fired													8	damage synergy	1								8															fire	5	2	3	5	7	9	10	2	3	6	8	10	(skill('sk251'.blvl)+skill('sk272'.blvl))*par8						3		512	3000
sk263	263	ass	sd202																																											st155	h2h	is348	dm12																												so0	so0			so0	so0	so0		so0		so0																						1			rng		h2h					h2h					SC	SC	SC				1																			so0			12	20					sk252								1							8			1						1												20	min block %	65	max block %													1								8																																		10		512	3000
sk264	264	ass	sd203		47																57347	st153	st156	ln34	dm12	is171	-min(ln56,95)																					is16	ln78																												so0	so0			so0	so0	so0		so0		so0				7																		1			none												SC	SC	SC				1																			so0			12	20					sk253														1	8	13		1																		30	min radius of effect	30	max radius of effect	200	duration	25	Duration per level	15	percent armor decrease	3	percent decrease per level	10	percent armor bonus	3	percent armor bonus per level	1								8																																		2		512	8000
sk265	265	ass	sd204	23	34								2									st123		par3		is319		is325	par4																																																so0	so0			so0	so0	so0		so0	ol290	so2282						13	13	13														1			h2h		mele										A1	A1	A2				1		1	1								1								so0			12	20					sk254								1						1	8	2		1							1											40	Base percent life steal	5	Percent life steal per level	375	duration	50	tohit bonus for each charge-up									1	15	7						8	128																																	12		512	8000
