name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
9ja 	jave		9ja	jav	9ja			4	1	6	19					14	32	15	2	-10	75	75	25	25	10		30	18	120	21100			jav	jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	30	60	60	flpjav	invjav						primarily thrown		so225	12	so225			5	0					1	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
9pi 	jave		9pi	pil	9pi			4	1	11	26					16	42	15	2		75	75	25	88	12		37	25	125	25625			pil	pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	25	50	50	flppil	invpil						primarily thrown		so225	12	so225			5	0					37	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
9s9 	jave		9s9	jav	9s9			4	1	8	32					27	50	15	2	10	75	75	80	80	14		40	25	135	27900			jav	ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	20	40	40	flpssp	invssp						primarily thrown		so225	12	so225			5	0					37	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
9gl 	jave		9gl	glv	9gl			4	1	13	38					32	60	15	2	20	75	75	98	73	16		46	25	145	32170			glv	glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	8	20	20	flpglv	invglv						primarily thrown		so225	12	so225			5	0					37	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
9ts 	jave		9ts	pil	9ts			4	1	13	35					18	54	15	2	-10	75	75	25	118	18		51	25	150	35650			pil	tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	32	80	80	flptsp	invtsp						primarily thrown		so225	12	so225			5	0					37	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
9sr 	spea		9sr	spr	9sr			4	1				1	10	37				3	-10	100		25	25	30		33	21	1200	58600			spr	spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	3		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
9tr 	spea		9tr	tri	9tr			4	1				1	19	37				3		100		77	25	35		36	24	2349	105064			tri	tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	4		2 square reach		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
9br 	spea		9br	brn	9br			4	1				1	16	40				4	-20	100		80	95	28		41	25	3786	178226			brn	brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn	inv9bru	inv9bru	1	5		2 square reach		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
9st 	spea		9st	tri	9st			4	1				1	29	59				4		100		101		28		44	25	5316	258404			tri	spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6		2 square reach		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
9p9 	spea		9p9	pik	9p9			4	1				1	27	114				4	20	100		110	88	25		47	25	6369	325343			pik	pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6		3 square reach		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
9b7 	pole		9b7	hal	9b7			4	1				1	6	58				2	10	100		80		50		33	21	1206	58798			hal	bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	3		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
9vo 	pole		9vo	hal	9vo			4	1				1	14	53				2		100		95		50		37	25	2133	99921			pax	vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	4		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
9s8 	pole		9s8	scy	9s8			4	1				1	18	45				1	-10	100		82	82	65		40	25	2844	136260			scy	scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	inv9s8u	inv9s8u	1	5		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
9pa 	pole		9pa	hal	9pa			4	1				1	34	75				3	10	100		113	67	65		35	23	5403	209105			pax	pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	5		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
9h9 	pole		9h9	pax	9h9			4	1				1	13	85				4		100		133	91	55		51	25	8418	457318			hal	hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
9wc 	pole		9wc	scy	9wc			3	1				1	30	70				4	-10	100		140	140	55		55	25	10464	605520			scy	wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
8ss 	staf		8ss	bst	8ss			2	1				1	6	21				1	-10	100		25		20		30	18	804	41620	1		bst	sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	2		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8ls 	staf		8ls	sst	8ls			2	1				1	8	26				1		100		25		30		35	23	1689	79115	1		sst	lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	3		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8cs 	staf		8cs	cst	8cs			2	1				1	11	32				1	10	100		25		35		38	25	2598	120224	1		cst	cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8bs 	staf		8bs	sst	8bs			2	1				1	14	34				1		100		25		40		42	25	3969	190198	1		sst	bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8ws 	staf		8ws	lst	8ws			2	1				1	24	58				1	20	100		25		50		47	25	6255	319985	1		lst	wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst	inv8wsu	inv8wsu	1	6		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8sb 	bow		8sb	sbw	8sb			2	1				1	6	19			13		5		100	25	43	20	1	30	18	600	35500			sbw	sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	3				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8hb 	bow		8hb	sbw	8hb			2	1				1	8	22			13		-10		100	25	62	32	1	33	21	1350	63550			sbw	hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	4				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8lb 	bow		8lb	lbw	8lb			2	1				1	10	29			13				100	53	49	28	1	35	23	1770	81950			lbw	lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw	inv8lbu	inv8lbu	1	5				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8cb 	bow		8cb	lbw	8cb			2	1				1	11	26			13		-10		100	58	73	36	1	39	25	2481	118759			lbw	cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	4				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8s8 	bow		8s8	sbb	8s8			2	1				1	13	30			13				100	65	80	40	1	43	25	3435	171705			sbb	sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	inv8s8u	inv8s8u	1	5				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8l8 	bow		8l8	lbb	8l8			2	1				1	10	42			13		10		100	80	95	44	1	46	25	4935	252510			lbb	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8sw 	bow		8sw	sbb	8sw			2	1				1	14	35			13				100	73	103	48	1	49	25	7800	409200			sbb	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	5				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8lw 	bow		8lw	lbb	8lw			2	1				1	10	50			13		10		100	95	118	55	1	52	25	11025	601800			lbb	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8lx 	xbow		8lx	lxb	8lx			2	1				1	14	27					-10		100	52	61	30	1	34	22	2709	111606			lxb	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	inv8lxu	inv8lxu	1	3		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8mx 	xbow		8mx	lxb	8mx			2	1				1	20	42							100	80	70	40	1	40	25	7335	315900			lxb	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	inv8mxu	inv8mxu	1	4		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8hx 	xbow		8hx	hxb	8hx			2	1				1	33	55					10		100	110	80	50	1	47	25	12588	617636			hxb	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8rx 	xbow		8rx	hxb	8rx			2	1				1	14	32					-60		100	80	95	40	1	54	25	8517	489418			hxb	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	5		fires 5 shots before reload		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
qf1 	mace		qf1	fla	qf1					1	15									-10	100		41	35	30				1412				fla	qf1			1hs	1hs	5	1hsl	2	3					flpfla	invqf1			1	3				so246	12	so246	1		5	0			17	1		7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	1	xxx	xxx		
qf2 	mace		qf2	fla	qf2					1	15									-10	100				30				1412				fla	qf2			1hs	1hs	5	1hsl	2	3					flpfla	invqf2			1	3				so246	12	so246	1		5	0			17	1		7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	1	xxx	xxx		
Expansion																																																																																																																																																																					
ktr 	h2h		ktr	ktr	ktr	100		2	1	4	7							14	1	-10	75	75	20	20	48		1		72	3072			ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	2				so246	12	so246			5	0						7			3	1	2		1	1	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		wrb	btl	1	
wrb 	h2h		wrb	ktr	wrb	100		2	1	5	9							14	1		75	75	33	33	52		9		220	8980			ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	2				so246	12	so246			5	0						7			3	1	1		1	1			1	1	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		axf	skr	1	
axf 	h2h		axf	axf	axf	100		2	1	2	15							14	1	10	75	75	37	37	56		12		466	14092			axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2				so246	12	so246			5	0						7			3					255					255					255	1	1	1	1	20					255					255		1	1	1	20					255					255	1	1			255					255					255					255					255					255					255					255			1	2		ces	clw	1	
ces 	h2h		ces	axf	ces	100		2	1	7	15							14	1		75	75	42	42	72		15		514	17710			axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2				so246	12	so246			5	0						7			3					255					255					255	1	1	1	1	20					255					255					255					255					255	1	1		1	20					255					255					255					255					255					255					255			1	2		clw	btl	1	
clw 	h2h		clw	clw	clw	100		2	1	8	15							14	1	-10	75	75	46	46	64		18		683	23794			clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255	1	1	1	1	20					255					255					255		1	1	1	20					255					255					255					255					255					255			1	2		btl	xxx	1	
btl 	h2h		btl	clw	btl	100		2	1	10	14							14	1	-20	75	75	50	50	69		21		847	30787			clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255	1	1			255					255					255					255	1	1		1	20					255					255		1			255					255	1	1	1	1	20					255			1	2		xxx	xxx	1	
skr 	h2h		skr	skr	skr	100		2	1	9	17							14	1	-10	75	75	55	55	68		24		1029	39196			skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255	1	1		1	20	1	1	1	1	20	1	1	1	1	20			1	1	20					255			1	2		xxx	xxx	1	
9ar 	h2h		9ar	ktr	9ar	100		2	1	11	24							14	1		75	75	57	57	48		28	21	2334	81852			ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
9wb 	h2h		9wb	ktr	9wb	100		2	1	13	27							14	1	-10	75	75	66	66	56		32	24	4203	152996			ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
9xf 	h2h		9xf	axf	9xf	100		2	1	8	37							14	1	10	75	75	69	69	64		36	27	4203	171808			axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
9cs 	h2h2		9cs	axf	9cs	100		2	1	16	37							14	1	-10	75	75	73	73	72		41	30	2964	144524			axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
9lw 	h2h2		9lw	clw	9lw	100		2	1	18	37							14	1	-20	75	75	76	76	52		45	33	5061	252745			clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
9tw 	h2h2		9tw	clw	9tw	100		2	1	21	35							14	1	-30	75	75	79	79	69		50	37	9291	492050			clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
9qr 	h2h2		9qr	skr	9qr	100		2	1	19	40							14	1		75	75	82	82	68		54	40	14223	797542			skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7ar 	h2h2		7ar	ktr	7ar	100		2	1	39	52							14	1		75	75	99	99	48		59	44	16205	988095			ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7wb 	h2h2		7wb	ktr	7wb	100		2	1	34	45							14	1	-10	75	75	105	105	56		62	46	16996	1087252			ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7xf 	h2h2		7xf	axf	7xf	100		2	1	44	53							14	1	10	75	75	108	108	64		68	51	15784	1109812			axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7cs 	h2h2		7cs	axf	7cs	100		2	1	36	42							14	1	-10	75	75	110	110	72		73	54	15537	1173201			axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7lw 	h2h2		7lw	clw	7lw	100		2	1	22	53							14	1	-20	75	75	113	113	52		78	58	16035	1292230			clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7tw 	h2h2		7tw	clw	7tw	100		2	1	24	44							14	1	-30	75	75	115	115	69		81	60	17396	1452076			clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7qr 	h2h2		7qr	skr	7qr	100		2	1	40	51							14	1		75	75	118	118	68		85	64	18002	1575170			skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7ha 	axe		7ha	hax	7ha	100		3	1	33	58							14			100		125	67	28		54	40	14033	787282			hax	hax	9ha	7ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	2				so244	12	so244			5	0					35	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	2		xxx	xxx	1	
7ax 	axe		7ax	axe	7ax	100		4	1	38	60							14	1	10	100		115	83	24		61	45	15781	995641			axe	axe	9ax	7ax	1hs	1hs	5	1hsl	2	3					flpaxe	invaxe	invaxeu	invaxeu	1	4				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	2		xxx	xxx	1	
72a 	axe		72a	axe	72a	100		4	1	33	66							14	1	10	100		145	45	24		70	52	13496	982220			axe	2ax	92a	72a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax			1	5				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	2		xxx	xxx	1	
7mp 	axe		7mp	axe	7mp	100		4	1	30	48							14	1	-10	100		133	54	26		79	59	16108	1314532			axe	mpi	9mp	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7wa 	axe		7wa	hax	7wa	100		4	1	24	71							14	2		100		138	59	26		85	64	15957	1401345			hax	wax	9wa	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7la 	axe		7la	lax	7la	100		4	1				1	25	123			17	2	-15	100		196		30		57	42	17430	1024510			lax	lax	9la	7la	stf	stf	5	2hsl	2	3					flplax	invlax			1	4				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7ba 	axe		7ba	lax	7ba	100		4	1				1	62	110			17	2		100		166	65	35		65	48	18956	1267140			lax	bax	9ba	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	5				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7bt 	axe		7bt	btx	7bt	100		4	1				1	49	137			17	2	10	100		189	33	40		73	54	16377	1234521			btx	btx	9bt	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	invbtxu	invbtxu	1	5				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	2		xxx	xxx	1	
7ga 	axe		7ga	btx	7ga	100		4	1				1	59	94			17	2	-10	100		167	59	50		82	61	19245	1621590			btx	gax	9ga	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7gi 	axe		7gi	gix	7gi	100		4	1				1	60	124			17	3	10	100		164	55	50		85	66	18431	1611635			gix	gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7wn 	wand		7wn	wnd	7wn	100		1	1	18	33							14			100		25		22		55	41	9412	547660			wnd	wnd	9wn	7wn	1hs	1hs	5	1hss	1	2					flpwnd	invwnd			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
7yw 	wand		7yw	ywn	7yw	100		1	1	20	40							14		10	100		25		14		65	48	8786	606090			ywn	ywn	9yw	7yw	1hs	1hs	5	1hss	1	2					flpywn	invywn			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
7bw 	wand		7bw	bwn	7bw	100		1	1	10	31							14		-20	100		25		17		75	56	9208	730600			bwn	bwn	9bw	7bw	1hs	1hs	5	1hss	1	2					flpbwn	invbwn	invbwnu	invbwnu	1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7gw 	wand		7gw	bwn	7gw	100		1	1	22	28							14			100		25		18		86	64	7687	706582			bwn	gwn	9gw	7gw	1hs	1hs	5	1hss	1	2					flpgwn	invgwn			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7cl 	club		7cl	clb	7cl	100		1	1	35	43							14		-10	100		88	43	55		52	39	1488	105876			clb	clb	9cl	7cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	2				so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	2		xxx	xxx	1	
7sc 	scep		7sc	mac	7sc	100		2	1	40	52							14			100		125	65	50		62	46	20199	1285838			mac	scp	9sc	7sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	2		magically charged		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7qs 	scep		7qs	mac	7qs	100		4	1	45	54							14	1	10	100		108	69	60		76	57	23501	1826576			mac	gsc	9qs	7qs	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	3		magically charged		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7ws 	scep		7ws	whm	7ws	100		4	1	37	43							14	1	-10	100		97	70	70		85	66	22870	1988950			whm	wsp	9ws	7ws	1hs	1hs	5	club	2	3					flpwsp	invwsp			1	5		magically charged		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
