name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	auto prefix	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
mi193				100			1			1	10000			h5	h5	h5	16	2	2				h5	h5				xxx					ques		so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi194				100			1			1	10000			h10	h10	h10	16	2	2				h10	h10				xxx					ques		so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi195				100			1			1	10000			h20	h20	h20	16	2	2				h20	h20				xxx					ques		so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi196				100			1			1	10000			h50	h50	h50	16	2	2				h50	h50				xxx					ques		so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi197				100			1			1	10000			h1b	h1b	h1b	16	2	2				h1b	h1b				xxx					ques		so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi198				100			1			1	99999			pk4	key	pk4	16	1	2				flpmph	invmph				xxx			1		ques	sru	so227	12	so227			5											-1	17				155		1					1	Modstr-pk4					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi199				100			1			1	99999			pk5	key	pk5	16	1	2				flpmph	invmph				xxx			1		ques	sru	so227	12	so227			5											-1	17				151		1					1	Modstr-pk5					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi200				100			1			1	99999			pk6	key	pk6	16	1	2				flpmph	invmph				xxx			1		ques	sru	so227	12	so227			5											-1	17				182		1					1	Modstr-pk6					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi201				100			1			1	10000			kaa	kaa	kaa	16	1	1				Magicball1	Magicball1				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi202				100			1			1	10000			kab	kab	kab	16	1	1				Magicball2	Magicball2				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi203				100			1			1	10000			kac	kac	kac	16	1	1				Magicball3	Magicball3				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi204				100			1			1	10000			kad	kad	kad	16	1	1				Magicball4	Magicball4				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi205				100			1			1	10000			kae	kae	kae	16	1	1				Magicball5	Magicball5				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi206				100			1			1	10000			kaf	kaf	kaf	16	1	1				Magicball6	Magicball6				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi207				100			1			1	10000			klj	klj	klj	16	1	1				flphorn	invhorn				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi208				100			1			1	10000			xwb	xwb	xwb	16	1	1				flptail	invtail				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi209				100			1			1	10000			xmy	xmy	xmy	16	1	1				flpfang	invfang				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi210				100			1			1	10000			bht	bht	bht	16	1	1				flphrt	invhrt				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi211				100			1	1		1	10000			bwq	scr	ys_zhanhong	16	1	1				yaoshui014	yaoshui014				xxx					stup	sru	so237	14	so238			5											-1												1	Modstr-FWYS					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi212				100			1	1		1	10000			adq	scr	ys_leidianwang	16	1	1				yaoshui015	yaoshui015				xxx					stup	sru	so237	14	so238			5											-1												1	Modstr-FWYS					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi213				100			1			1	10000			aes	fng	aes	16	1	1				aes	aes				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi214				100			1			1	10000			nbi	nbi	nbi	16	1	1				invso4	invso4				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi215				100			1			1	10000			gbi	gbi	gbi	16	1	1				invso5	invso5				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi216				100			1			1	10000			zzb	zzb	zzb	16	1	1				zzb	zzb				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi217				100	28		4	1		1	2000	45000		sm1	rld	sm1	16	1	1				flpchm1	invchm				xxx					scm1		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi218				100	28		4	1		1	2000	45000		sm2	rld	sm2	16	1	1				flpchm1	invchm				xxx					scm2		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi219				100	28		4	1		1	2000	45000		sm3	rld	sm3	16	1	1				flpchm1	invchm				xxx					scm3		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi220				100	28		4	1		1	2000	45000		sm4	rld	sm4	16	1	1				flpchm1	invchm				xxx					scm4		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi221				100	28		4	1		1	2000	45000		sm5	rld	sm5	16	1	1				flpchm1	invchm				xxx					scm5		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi222				100	28		4	1		1	2000	45000		sm6	rld	sm6	16	1	1				flpchm1	invchm				xxx					scm6		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi223				100	28		4	1		1	2000	45000		sm7	rld	sm7	16	1	1				flpchm1	invchm				xxx					scm7		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi224				100			1	1		1	10000			axq	scr	ys_xishenzhijian	16	1	1				yaoshui016	yaoshui016				xxx					stup	sru	so237	14	so238			5											-1												1	Modstr-FWYS					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi225				100			1	1		1	10000			nbq	scr	ys_gudun	16	1	1				yaoshui017	yaoshui017				xxx					stup	sru	so237	14	so238			5											-1												1	Modstr-FWYS					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi226				100			1	1		1	10000			pzq	scr	ys_zhuanhuan	16	1	1				yaoshui018	yaoshui018				xxx					stup	sru	so237	14	so238			5											-1												1	Modstr-FWYS					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi227				100			1	1		1	10000			bmq	scr	ys_kuangzhanshi	16	1	1				yaoshui019	yaoshui019				xxx					stup	sru	so237	14	so238			5											-1												1	Modstr-FWYS					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi228				100			1	1		1	10000			dzq	scr	ys_zhengbo	16	1	1				yaoshui020	yaoshui020				xxx					stup	sru	so237	14	so238			5											-1												1	Modstr-FWYS					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi229				100			1	1		1	10000			amq	scr	ys_xinlingzhanchui	16	1	1				yaoshui021	yaoshui021				xxx					stup	sru	so237	14	so238			5											-1												1	Modstr-FWYS					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi230				100			1			1	10000			zys	zys	zys	16	1	1				Newgem02	Newgem02				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi231				100			1			1	10000			dks	dks	dks	16	1	1				Newgem03	Newgem03				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi232				100	28		4	1		1	2000	45000		zs1	zs1	zs1	16	1	1				flpchm1	invchm				xxx			1		scha		so214	12	so214			5											-1	17				174		0											non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi233				100	28		4	1		1	2000	45000		zs2	zs2	zs2	16	1	1				flpchm1	invchm				xxx			1		scha		so214	12	so214			5											-1	17				132		0											non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi234				100	28		4	1		1	2000	45000		zs3	zs3	zs3	16	1	1				flpchm1	invchm				xxx			1		scha		so214	12	so214			5											-1	17				73		0											non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi235				100	28		4	1		1	2000	45000		zs4	zs4	zs4	16	1	1				flpchm1	invchm				xxx			1		scha		so214	12	so214			5											-1	17				102		0											non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi236				100	28		4	1		1	2000	45000		zs5	zs5	zs5	16	1	1				flpchm1	invchm				xxx			1		scha		so214	12	so214			5											-1	17				37		0											non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi237				100	28		4	1		1	2000	45000		zs6	zs6	zs6	16	1	1				flpchm1	invchm				xxx			1		scha		so214	12	so214			5											-1	17				105		0											non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi238				100	28		4	1		1	2000	45000		zs7	zs7	zs7	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi239				100	28		4	1		1	2000	45000		zs8	zs8	zs8	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi240				100	28		4	1		1	2000	45000		zs9	zs9	zs9	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi241				100	28		4	1		1	2000	45000		zf1	zf1	zf1	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi242				100	28		4	1		1	2000	45000		zf2	zf2	zf2	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi243				100	28		4	1		1	2000	45000		zf3	zf3	zf3	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi244				100	28		4	1		1	2000	45000		zf4	zf4	zf4	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi245				100	28		4	1		1	2000	45000		hd1	rld	hd1	16	1	1				flpchm1	invchm				xxx					scm1		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi246				100	28		4	1		1	2000	45000		hd2	rld	hd2	16	1	1				flpchm1	invchm				xxx					scm2		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi247				100	28		4	1		1	2000	45000		hd3	rld	hd3	16	1	1				flpchm1	invchm				xxx					scm3		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi248				100	28		4	1		1	2000	45000		hd4	rld	hd4	16	1	1				flpchm1	invchm				xxx					scm4		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi249				100	28		4	1		1	2000	45000		hd5	rld	hd5	16	1	1				flpchm1	invchm				xxx					scm5		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi250				100	28		4	1		1	2000	45000		hd6	rld	hd6	16	1	1				flpchm1	invchm				xxx					scm6		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi251				100	28		4	1		1	2000	45000		hd7	rld	hd7	16	1	1				flpchm1	invchm				xxx					scm7		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi252				100	28		4	1		1	2000	45000		zy1	rld	zy1	16	1	1				flpchm1	invchm				xxx					scm1		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi253				100	28		4	1		1	2000	45000		zy2	rld	zy2	16	1	1				flpchm1	invchm				xxx					scm2		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi254				100	28		4	1		1	2000	45000		zy3	rld	zy3	16	1	1				flpchm1	invchm				xxx					scm3		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi255				100	28		4	1		1	2000	45000		zy4	rld	zy4	16	1	1				flpchm1	invchm				xxx					scm4		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi256				100	28		4	1		1	2000	45000		zy5	rld	zy5	16	1	1				flpchm1	invchm				xxx					scm5		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi257				100	28		4	1		1	2000	45000		zy6	rld	zy6	16	1	1				flpchm1	invchm				xxx					scm6		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi258				100	28		4	1		1	2000	45000		zy7	rld	zy7	16	1	1				flpchm1	invchm				xxx					scm7		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi259				100	28		4	1		1	2000	45000		zm1	rld	zm1	16	1	1				flpchm1	invchm				xxx					scm1		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi260				100	28		4	1		1	2000	45000		zm2	rld	zm2	16	1	1				flpchm1	invchm				xxx					scm2		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi261				100	28		4	1		1	2000	45000		zm3	rld	zm3	16	1	1				flpchm1	invchm				xxx					scm3		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi262				100	28		4	1		1	2000	45000		zm4	rld	zm4	16	1	1				flpchm1	invchm				xxx					scm4		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi263				100	28		4	1		1	2000	45000		zm5	rld	zm5	16	1	1				flpchm1	invchm				xxx					scm5		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi264				100	28		4	1		1	2000	45000		zm6	rld	zm6	16	1	1				flpchm1	invchm				xxx					scm6		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi265				100	28		4	1		1	2000	45000		zm7	rld	zm7	16	1	1				flpchm1	invchm				xxx					scm7		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi266				100	28		4	1		1	2000	45000		zi1	rld	zi1	16	1	1				flpchm1	invchm				xxx					scm1		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi267				100	28		4	1		1	2000	45000		zi2	rld	zi2	16	1	1				flpchm1	invchm				xxx					scm2		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi268				100	28		4	1		1	2000	45000		zi3	rld	zi3	16	1	1				flpchm1	invchm				xxx					scm3		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi269				100	28		4	1		1	2000	45000		zi4	rld	zi4	16	1	1				flpchm1	invchm				xxx					scm4		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi270				100	28		4	1		1	2000	45000		zi5	rld	zi5	16	1	1				flpchm1	invchm				xxx					scm5		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi271				100	28		4	1		1	2000	45000		zi6	rld	zi6	16	1	1				flpchm1	invchm				xxx					scm6		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi272				100	28		4	1		1	2000	45000		zi7	rld	zi7	16	1	1				flpchm1	invchm				xxx					scm7		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi273				100	28		4	1		1	2000	45000		zl1	rld	zl1	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi274				100	28		4	1		1	2000	45000		zl2	rld	zl2	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi275				100	28		4	1		1	2000	45000		zl3	rld	zl3	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi276				100	28		4	1		1	2000	45000		zl4	rld	zl4	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi277				100	28		4	1		1	2000	45000		zl5	rld	zl5	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi278				100	28		4	1		1	2000	45000		zl6	rld	zl6	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi279				100	28		4	1		1	2000	45000		zl7	rld	zl7	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi280				100	1		12	1		1	600	32000		cm4	rgd	cm4	16	1	3				flpchm3	invsst				xxx					lcha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi281				100	1		12	1		1	600	32000		sgc	sgc	sgc	16	2	2				invchm4	invchm4				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi282				100	28		4	1		1	2000	45000		zf5	zf5	zf5	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi283				100	28		4	1		1	2000	45000		zf6	zf6	zf6	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi284				100	28		4	1		1	2000	45000		zf7	zf7	zf7	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi285				100	28		4	1		1	2000	45000		zw1	zw1	zw1	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi286				100	28		4	1		1	2000	45000		zw2	zw2	zw2	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi287				100	28		4	1		1	2000	45000		zw3	zw3	zw3	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi288				100	28		4	1		1	2000	45000		zw4	zw4	zw4	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi289				100	28		4	1		1	2000	45000		zw5	zw5	zw5	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi290				100	28		4	1		1	2000	45000		zw6	zw6	zw6	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi291				100	28		4	1		1	2000	45000		zw7	zw7	zw7	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi292				100	28		4	1		1	2000	45000		zg1	zg1	zg1	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi293				100	28		4	1		1	2000	45000		zg2	zg2	zg2	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi294				100	28		4	1		1	2000	45000		zg3	zg3	zg3	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi295				100	28		4	1		1	2000	45000		zg4	zg4	zg4	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi296				100	28		4	1		1	2000	45000		zg5	zg5	zg5	16	1	1				flpchm1	invchm				xxx					scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi297				100	1		8	1		1	1000			je1	gpw	je1	16	1	1				flpgsw	invgswe				xxx					jewl		so226	12	so226			5											-1																		non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi298				100	1		8	1		1	1000			je2	gpw	je2	16	1	1				flpgsw	invgswe				xxx					jewl		so226	12	so226			5											-1																		non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi299				100	1		8	1		1	1000			je3	gpw	je3	16	1	1				flpgsw	invgswe				xxx					jewl		so226	12	so226			5											-1																		non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi300				100			1			1	10000			lz1	lz1	lz1	16	1	1				sethunsor	sethunsor				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi301				100			1			1	10000			lz2	lz2	lz2	16	1	1				sethunama	sethunama				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi302				100			1			1	10000			lz3	lz3	lz3	16	1	1				sethunpal	sethunpal				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
mi303				100			1			1	10000			lz4	lz4	lz4	16	1	1				sethunbar	sethunbar				xxx					ques	sru	so240	12	so240			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0
